SC148258980862,OIEQNT,2019-01-01T00:02:45.000Z,103.78156,1.26483,B1768413096,0,12580,23,2019-01-22T22:00:00.000Z,moored,Coastal AIS,
PD184291697183,OIEQNT,2019-01-01T00:02:45.000Z,103.78156,1.26483,B1768413096,0,12580,24,2019-01-22T22:00:00.000Z,moored,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:02:50.000Z,-106.74066699999999,-25.826453,G8140282065,37,29100,0,,,Satellite,
LJ157996533836,RWHZVZ,2019-01-01T00:02:52.000Z,46.818115,-3.86784,W9755545523,0,-1,25,,,Coastal AIS,
EC530178313678,RWHZVZ,2019-01-01T00:02:54.000Z,122.20103300000001,30.557383,A7207180118,25,9700,26,2019-01-02T14:00:00.000Z,under way using engine,Coastal AIS,
LT723474649921,RWHZVZ,2019-01-01T00:02:54.000Z,122.20103300000001,30.557383,A7207180118,25,9700,27,2019-01-02T14:00:00.000Z,under way using engine,Coastal AIS,
AL160285170587,RWHZVZ,2019-01-01T00:02:54.000Z,122.20103300000001,30.557383,A7207180118,25,9700,28,2019-01-02T14:00:00.000Z,under way using engine,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:02.000Z,-106.741813,-25.826052999999998,G8140282065,37,29140,0,,,Satellite,
WU738058558247,VMUSFS,2019-01-01T00:03:03.000Z,120.082222,25.220737,A3217937298,14,4250,29,2019-12-30T18:00:00.000Z,under way using engine,Coastal AIS,
DO212529230262,OYSCFP,2019-01-01T00:03:04.000Z,103.772205,1.264275,Q5902305767,14,24700,30,2019-01-12T12:00:00.000Z,under way using engine,Coastal AIS,
BU989519028237,OYSCFP,2019-01-01T00:03:04.000Z,103.772205,1.264275,Q5902305767,14,24700,31,2019-01-12T12:00:00.000Z,under way using engine,Coastal AIS,
AU851161490058,OYSCFP,2019-01-01T00:03:04.000Z,103.772205,1.264275,Q5902305767,14,24700,32,2019-01-12T12:00:00.000Z,under way using engine,Coastal AIS,
RZ321715965702,OIEQNT,2019-01-01T00:03:04.000Z,131.924365,31.15205,J1826969247,32,7370,1,,,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:08.000Z,-106.742507,-25.825813,G8140282065,37,29070,0,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:03:14.000Z,-106.74298700000001,-25.825653,G8140282065,37,29100,0,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:03:20.000Z,-106.74365300000001,-25.825413,G8140282065,37,29110,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:03:21.000Z,-107.218347,-48.35304,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:03:21.000Z,-107.218347,-48.35304,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:03:21.000Z,-107.218347,-48.35304,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:03:21.000Z,-107.218347,-48.35304,T1764005884,31,7300,36,,,Satellite,
OA901680980761,OYSCFP,2019-01-01T00:03:23.000Z,120.12956799999999,25.180125,Z7715601678,29,4190,37,2019-01-01T07:00:00.000Z,under way using engine,Coastal AIS,
WB521590670760,OYSCFP,2019-01-01T00:03:23.000Z,120.12956799999999,25.180125,Z7715601678,29,4190,38,2019-01-01T07:00:00.000Z,under way using engine,Coastal AIS,
UW725575071041,OYSCFP,2019-01-01T00:03:23.000Z,120.12956799999999,25.180125,Z7715601678,29,4190,39,2019-01-01T07:00:00.000Z,under way using engine,Coastal AIS,
OA901680980761,OYSCFP,2019-01-01T00:03:23.000Z,120.12956799999999,25.180125,Z7715601678,29,4190,37,2019-01-01T07:00:00.000Z,under way using engine,Coastal AIS,
OA901680980761,OYSCFP,2019-01-01T00:03:23.000Z,120.12956799999999,25.180125,Z7715601678,29,4190,37,2019-01-01T07:00:00.000Z,under way using engine,Coastal AIS,
YL934136656837,OYSCFP,2019-01-01T00:03:26.000Z,-79.883333,9.357999999999999,U6893844452,0,16200,40,2019-12-30T08:00:00.000Z,moored,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:26.000Z,-106.74423999999999,-25.825226999999998,G8140282065,37,29020,0,,,Satellite,
PG390084878470,UCQOQO,2019-01-01T00:03:30.000Z,25.68519,-33.803053000000006,D3744799380,0,5700,41,2019-12-30T02:00:00.000Z,moored,Coastal AIS,
FG327985337980,UCQOQO,2019-01-01T00:03:30.000Z,25.68519,-33.803053000000006,D3744799380,0,5700,42,2019-12-30T02:00:00.000Z,moored,Coastal AIS,
MI676666890052,UQCRKD,2019-01-01T00:03:32.000Z,-107.217013,-48.352773,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:03:32.000Z,-107.217013,-48.352773,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:03:32.000Z,-107.217013,-48.352773,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:03:32.000Z,-107.217013,-48.352773,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:03:32.000Z,-106.74472,-25.825039999999998,G8140282065,37,29110,0,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:03:38.000Z,-106.74541299999999,-25.824827,G8140282065,37,29040,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:03:39.000Z,-107.216347,-48.35264,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:03:39.000Z,-107.216347,-48.35264,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:03:39.000Z,-107.216347,-48.35264,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:03:39.000Z,-107.216347,-48.35264,T1764005884,31,7300,36,,,Satellite,
CQ961324913509,OYSCFP,2019-01-01T00:03:40.000Z,103.388262,1.219455,C7341529998,21,12800,43,2018-12-31T18:00:00.000Z,under way using engine,Coastal AIS,
CN906368143939,OYSCFP,2019-01-01T00:03:40.000Z,103.388262,1.219455,C7341529998,21,12800,44,2018-12-31T18:00:00.000Z,under way using engine,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:44.000Z,-106.74600000000001,-25.824613,G8140282065,37,29060,0,,,Satellite,
MG452234707917,JCMFTA,2019-01-01T00:03:48.000Z,103.75891,1.284697,N6306110049,0,33530,45,2019-12-31T13:30:00.000Z,moored,Coastal AIS,
MG452234707917,JCMFTA,2019-01-01T00:03:48.000Z,103.75891,1.284697,N6306110049,0,33530,45,2019-12-31T13:30:00.000Z,moored,Coastal AIS,
MG452234707917,JCMFTA,2019-01-01T00:03:48.000Z,103.75891,1.284697,N6306110049,0,33530,46,2019-12-31T13:30:00.000Z,moored,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:49.000Z,-106.74648,-25.824453,G8140282065,37,29070,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:03:50.000Z,-107.21498700000001,-48.352373,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:03:50.000Z,-107.21498700000001,-48.352373,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:03:50.000Z,-107.21498700000001,-48.352373,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:03:50.000Z,-107.21498700000001,-48.352373,T1764005884,31,7300,36,,,Satellite,
MU135824287647,JONOCD,2019-01-01T00:03:53.000Z,130.339903,29.55193,E8477346171,29,4860,48,2019-01-01T21:00:00.000Z,under way using engine,Coastal AIS,
MI676666890052,UQCRKD,2019-01-01T00:03:55.000Z,-107.214773,-48.35232,T1764005884,31,7200,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:03:55.000Z,-107.214773,-48.35232,T1764005884,31,7200,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:03:55.000Z,-107.214773,-48.35232,T1764005884,31,7200,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:03:55.000Z,-107.214773,-48.35232,T1764005884,31,7200,36,,,Satellite,
PE175840129874,JCMFTA,2019-01-01T00:03:55.000Z,121.685375,23.045778,X1474124124,31,1360,49,2019-01-01T11:00:00.000Z,under way using engine,Coastal AIS,
NJ987920211042,JCMFTA,2019-01-01T00:03:55.000Z,121.685375,23.045778,X1474124124,31,1360,50,2019-01-01T11:00:00.000Z,under way using engine,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:03:56.000Z,-106.747147,-25.82424,G8140282065,37,29050,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:01.000Z,-107.21410700000001,-48.352187,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:01.000Z,-107.21410700000001,-48.352187,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:01.000Z,-107.21410700000001,-48.352187,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:01.000Z,-107.21410700000001,-48.352187,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:02.000Z,-106.74773300000001,-25.824026999999997,G8140282065,37,29060,0,,,Satellite,
XN821466065421,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,51,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
DD397239756107,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,52,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
QT572399767938,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,53,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
ZK734334849457,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,54,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
DF103658054551,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,55,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
ME920748395675,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,56,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
ZV671621405773,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,57,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
QI596967367864,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,58,2019-01-17T12:30:00.000Z,under way using engine,Coastal AIS,
RZ321715965702,OIEQNT,2019-01-01T00:04:03.000Z,131.929728,31.153467,J1826969247,32,7220,1,,,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:04:07.000Z,-106.74831999999999,-25.82384,G8140282065,37,28980,0,,,Satellite,
UU612293497909,YAAWEN,2019-01-01T00:04:08.000Z,114.13331299999999,22.327288,Y8160400491,0,17480,59,2019-12-30T20:00:00.000Z,moored,Coastal AIS,
WH730278743000,YAAWEN,2019-01-01T00:04:08.000Z,114.13331299999999,22.327288,Y8160400491,0,17480,60,2019-12-30T20:00:00.000Z,moored,Coastal AIS,
WH730278743000,YAAWEN,2019-01-01T00:04:08.000Z,114.13331299999999,22.327288,Y8160400491,0,17480,60,2019-12-30T20:00:00.000Z,moored,Coastal AIS,
WH730278743000,YAAWEN,2019-01-01T00:04:08.000Z,114.13331299999999,22.327288,Y8160400491,0,17480,61,2019-12-30T20:00:00.000Z,moored,Coastal AIS,
UC655426404559,RWHZVZ,2019-01-01T00:04:09.000Z,43.085,13.223332999999998,G9362560391,35,33100,63,2019-01-03T12:00:00.000Z,under way using engine,Satellite,
DU958356940380,RWHZVZ,2019-01-01T00:04:09.000Z,43.085,13.223332999999998,G9362560391,35,33100,64,2019-01-03T12:00:00.000Z,under way using engine,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:13.000Z,-107.21231999999999,-48.35184,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:13.000Z,-107.21231999999999,-48.35184,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:13.000Z,-107.21231999999999,-48.35184,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:13.000Z,-107.21231999999999,-48.35184,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:13.000Z,-106.7488,-25.82368,G8140282065,37,29080,0,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:19.000Z,-106.74949299999999,-25.823467,G8140282065,37,28990,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:20.000Z,-107.211653,-48.351707,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:20.000Z,-107.211653,-48.351707,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:20.000Z,-107.211653,-48.351707,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:20.000Z,-107.211653,-48.351707,T1764005884,31,7300,36,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:26.000Z,-107.21096000000001,-48.351572999999995,T1764005884,30,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:26.000Z,-107.21096000000001,-48.351572999999995,T1764005884,30,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:26.000Z,-107.21096000000001,-48.351572999999995,T1764005884,30,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:26.000Z,-107.21096000000001,-48.351572999999995,T1764005884,30,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:26.000Z,-106.75005300000001,-25.823253,G8140282065,37,29060,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:31.000Z,-107.210293,-48.351440000000004,T1764005884,31,7400,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:31.000Z,-107.210293,-48.351440000000004,T1764005884,31,7400,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:31.000Z,-107.210293,-48.351440000000004,T1764005884,31,7400,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:31.000Z,-107.210293,-48.351440000000004,T1764005884,31,7400,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:31.000Z,-106.75056000000001,-25.823093,G8140282065,37,29030,0,,,Satellite,
HX593332540364,JCMFTA,2019-01-01T00:04:35.000Z,50.47912,13.686160000000001,D4547130499,31,25090,65,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:38.000Z,-107.20973300000001,-48.351307,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:38.000Z,-107.20973300000001,-48.351307,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:38.000Z,-107.20973300000001,-48.351307,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:38.000Z,-107.20973300000001,-48.351307,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:38.000Z,-106.751227,-25.822879999999998,G8140282065,37,29000,0,,,Satellite,
HX593332540364,JCMFTA,2019-01-01T00:04:41.000Z,50.478667,13.686027,D4547130499,31,25100,65,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:44.000Z,-106.75181299999998,-25.822667000000003,G8140282065,37,29040,0,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:49.000Z,-106.752293,-25.822507,G8140282065,37,28980,0,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:04:55.000Z,-107.20770700000001,-48.350907,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:04:55.000Z,-107.20770700000001,-48.350907,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:04:55.000Z,-107.20770700000001,-48.350907,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:04:55.000Z,-107.20770700000001,-48.350907,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:04:56.000Z,-106.752987,-25.822293,G8140282065,37,29010,0,,,Satellite,
PY229243395871,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,66,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
TK347445493949,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,67,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
BS208395535389,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,68,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
AF630883821362,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,69,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
YP986032223572,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,70,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
WW500381215126,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,71,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
AF801994078018,JONOCD,2019-01-01T00:04:57.000Z,106.9111,-5.945098000000001,Z9658970283,2,500,72,2019-12-31T14:00:00.000Z,under way using engine,Coastal AIS,
ZQ464072113491,FGPEPT,2019-01-01T00:05:02.000Z,-106.753573,-25.822107,G8140282065,37,28980,0,,,Satellite,
RZ321715965702,OIEQNT,2019-01-01T00:05:03.000Z,131.935017,31.155070000000002,J1826969247,32,6920,1,,,Coastal AIS,
HX593332540364,JCMFTA,2019-01-01T00:05:05.000Z,50.476853000000006,13.685413,D4547130499,31,25090,65,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:05:08.000Z,-106.75413300000001,-25.821893,G8140282065,37,29000,0,,,Satellite,
JQ471511852683,RWHZVZ,2019-01-01T00:05:11.000Z,-123.36571699999999,48.346667,R2189260156,0,33800,20,2019-01-02T03:00:00.000Z,at anchor,Coastal AIS,
VC502294268231,RWHZVZ,2019-01-01T00:05:11.000Z,-123.36571699999999,48.346667,R2189260156,0,33800,21,2019-01-02T03:00:00.000Z,at anchor,Coastal AIS,
YT358887513587,JONOCD,2019-01-01T00:05:12.000Z,72.942027,18.94984,J4725786973,0,3920,75,,,Satellite,
JZ684369927775,JONOCD,2019-01-01T00:05:12.000Z,72.942027,18.94984,J4725786973,0,3920,76,,,Satellite,
EY662815813975,JONOCD,2019-01-01T00:05:12.000Z,72.942027,18.94984,J4725786973,0,3920,77,,,Satellite,
MI676666890052,UQCRKD,2019-01-01T00:05:14.000Z,-107.205707,-48.350507,T1764005884,31,7300,33,,,Satellite,
BP330462397384,UQCRKD,2019-01-01T00:05:14.000Z,-107.205707,-48.350507,T1764005884,31,7300,34,,,Satellite,
HY552140721058,UQCRKD,2019-01-01T00:05:14.000Z,-107.205707,-48.350507,T1764005884,31,7300,35,,,Satellite,
OI241622356980,UQCRKD,2019-01-01T00:05:14.000Z,-107.205707,-48.350507,T1764005884,31,7300,36,,,Satellite,
ZQ464072113491,FGPEPT,2019-01-01T00:05:14.000Z,-106.75471999999999,-25.821707,G8140282065,37,28980,0,,,Satellite,
DG923115593154,JCMFTA,2019-01-01T00:05:16.000Z,40.114693,18.214613,X4380152755,34,33100,78,,,Satellite,
DG923115593154,JCMFTA,2019-01-01T00:05:16.000Z,40.114693,18.214613,X4380152755,34,33100,78,,,Satellite,
DG923115593154,JCMFTA,2019-01-01T00:05:16.000Z,40.114693,18.214613,X4380152755,34,33100,78,,,Satellite,
VQ480436088060,JCMFTA,2019-01-01T00:05:16.000Z,40.114693,18.214613,X4380152755,34,33100,79,,,Satellite,
HX593332540364,JCMFTA,2019-01-01T00:05:17.000Z,50.476027,13.685120000000001,D4547130499,31,25070,65,,,Satellite,
